    nm         	mV
-3.857423e+001	-2.621250e+002
-3.906251e+001	-2.617500e+002
-3.955079e+001	-2.621250e+002
-4.003908e+001	-2.621250e+002
-4.052736e+001	-2.625000e+002
-4.101564e+001	-2.625000e+002
-4.150392e+001	-2.625000e+002
-4.199220e+001	-2.628750e+002
-4.248048e+001	-2.632500e+002
-4.296876e+001	-2.628750e+002
-4.345705e+001	-2.625000e+002
-4.394533e+001	-2.632500e+002
-4.443361e+001	-2.636250e+002
-4.492189e+001	-2.632500e+002
-4.541017e+001	-2.632500e+002
-4.589845e+001	-2.636250e+002
-4.638673e+001	-2.640000e+002
-4.687502e+001	-2.636250e+002
-4.736330e+001	-2.636250e+002
-4.785158e+001	-2.640000e+002
-4.833986e+001	-2.643750e+002
-4.882814e+001	-2.640000e+002
-4.931642e+001	-2.636250e+002
-4.980470e+001	-2.647500e+002
-5.029299e+001	-2.647500e+002
-5.078127e+001	-2.640000e+002
-5.126955e+001	-2.640000e+002
-5.175783e+001	-2.643750e+002
-5.224611e+001	-2.643750e+002
-5.273439e+001	-2.643750e+002
-5.322267e+001	-2.647500e+002
-5.371096e+001	-2.647500e+002
-5.419924e+001	-2.651250e+002
-5.468752e+001	-2.647500e+002
-5.517580e+001	-2.643750e+002
-5.566408e+001	-2.651250e+002
-5.615236e+001	-2.651250e+002
-5.664064e+001	-2.647500e+002
-5.712893e+001	-2.655000e+002
-5.761721e+001	-2.655000e+002
-5.810549e+001	-2.651250e+002
-5.859377e+001	-2.651250e+002
-5.908205e+001	-2.651250e+002
-5.957033e+001	-2.655000e+002
-6.005861e+001	-2.655000e+002
-6.054689e+001	-2.655000e+002
-6.103517e+001	-2.651250e+002
-6.152344e+001	-2.658750e+002
-6.201172e+001	-2.662500e+002
-6.250000e+001	-2.651250e+002
-6.298828e+001	-2.651250e+002
-6.347656e+001	-2.658750e+002
-6.396483e+001	-2.655000e+002
-6.445311e+001	-2.655000e+002
-6.494139e+001	-2.651250e+002
-6.542967e+001	-2.655000e+002
-6.591794e+001	-2.655000e+002
-6.640622e+001	-2.655000e+002
-6.689450e+001	-2.651250e+002
-6.738278e+001	-2.655000e+002
-6.787106e+001	-2.658750e+002
-6.835933e+001	-2.651250e+002
-6.884761e+001	-2.651250e+002
-6.933589e+001	-2.655000e+002
-6.982417e+001	-2.651250e+002
-7.031245e+001	-2.647500e+002
-7.080072e+001	-2.651250e+002
-7.128900e+001	-2.647500e+002
-7.177728e+001	-2.647500e+002
-7.226556e+001	-2.647500e+002
-7.275383e+001	-2.647500e+002
-7.324211e+001	-2.647500e+002
-7.373039e+001	-2.651250e+002
-7.421867e+001	-2.651250e+002
-7.470695e+001	-2.643750e+002
-7.519522e+001	-2.643750e+002
-7.568350e+001	-2.643750e+002
-7.617178e+001	-2.643750e+002
-7.666006e+001	-2.643750e+002
-7.714834e+001	-2.643750e+002
-7.763661e+001	-2.640000e+002
-7.812489e+001	-2.640000e+002
-7.861317e+001	-2.640000e+002
-7.910145e+001	-2.636250e+002
-7.958973e+001	-2.640000e+002
-8.007800e+001	-2.636250e+002
-8.056628e+001	-2.636250e+002
-8.105456e+001	-2.636250e+002
-8.154284e+001	-2.640000e+002
-8.203111e+001	-2.628750e+002
-8.251939e+001	-2.628750e+002
-8.300767e+001	-2.628750e+002
-8.349595e+001	-2.628750e+002
-8.398423e+001	-2.628750e+002
-8.447250e+001	-2.628750e+002
-8.496078e+001	-2.628750e+002
-8.544906e+001	-2.625000e+002
-8.593734e+001	-2.625000e+002
-8.642562e+001	-2.621250e+002
-8.691389e+001	-2.625000e+002
-8.740217e+001	-2.625000e+002
-8.789045e+001	-2.621250e+002
-8.837873e+001	-2.617500e+002
-8.886700e+001	-2.617500e+002
-8.935528e+001	-2.617500e+002
-8.984356e+001	-2.617500e+002
-9.033184e+001	-2.613750e+002
-9.082012e+001	-2.610000e+002
-9.130839e+001	-2.613750e+002
-9.179667e+001	-2.613750e+002
-9.228495e+001	-2.610000e+002
-9.277323e+001	-2.610000e+002
-9.326151e+001	-2.610000e+002
-9.374978e+001	-2.606250e+002
-9.423806e+001	-2.602500e+002
-9.472634e+001	-2.606250e+002
-9.521462e+001	-2.606250e+002
-9.570289e+001	-2.602500e+002
-9.619117e+001	-2.598750e+002
-9.667945e+001	-2.602500e+002
-9.716773e+001	-2.602500e+002
-9.765601e+001	-2.595000e+002
-9.814428e+001	-2.595000e+002
-9.863256e+001	-2.598750e+002
-9.912084e+001	-2.602500e+002
-9.960912e+001	-2.591250e+002
-1.000974e+002	-2.591250e+002
-1.005857e+002	-2.598750e+002
-1.010740e+002	-2.595000e+002
-1.015622e+002	-2.587500e+002
-1.020505e+002	-2.591250e+002
-1.025388e+002	-2.591250e+002
-1.030271e+002	-2.587500e+002
-1.035153e+002	-2.587500e+002
-1.040036e+002	-2.591250e+002
-1.044919e+002	-2.583750e+002
-1.049802e+002	-2.583750e+002
-1.054685e+002	-2.587500e+002
-1.059567e+002	-2.583750e+002
-1.064450e+002	-2.583750e+002
-1.069333e+002	-2.583750e+002
-1.074216e+002	-2.580000e+002
-1.079098e+002	-2.580000e+002
-1.083981e+002	-2.576250e+002
-1.088864e+002	-2.583750e+002
-1.093747e+002	-2.583750e+002
-1.098630e+002	-2.580000e+002
-1.103512e+002	-2.572500e+002
-1.108395e+002	-2.576250e+002
-1.113278e+002	-2.576250e+002
-1.118161e+002	-2.572500e+002
-1.123043e+002	-2.568750e+002
-1.127926e+002	-2.576250e+002
-1.132809e+002	-2.568750e+002
-1.137692e+002	-2.568750e+002
-1.142575e+002	-2.568750e+002
-1.147457e+002	-2.576250e+002
-1.152340e+002	-2.568750e+002
-1.157223e+002	-2.565000e+002
-1.162106e+002	-2.565000e+002
-1.166988e+002	-2.565000e+002
-1.171871e+002	-2.565000e+002
-1.176754e+002	-2.568750e+002
-1.181637e+002	-2.565000e+002
-1.186520e+002	-2.565000e+002
-1.191402e+002	-2.561250e+002
-1.196285e+002	-2.565000e+002
-1.201168e+002	-2.565000e+002
-1.206051e+002	-2.557500e+002
-1.210934e+002	-2.557500e+002
-1.215816e+002	-2.561250e+002
-1.220699e+002	-2.557500e+002
-1.225582e+002	-2.557500e+002
-1.230465e+002	-2.557500e+002
-1.235348e+002	-2.557500e+002
-1.240231e+002	-2.557500e+002
-1.245114e+002	-2.557500e+002
-1.249996e+002	-2.550000e+002
-1.254879e+002	-2.553750e+002
-1.259762e+002	-2.557500e+002
-1.264645e+002	-2.557500e+002
